"brand_name","generic_name","years_with_data","mean_beneficiaries","latest_beneficiaries","mean_dosage_unit","latest_dosage_unit"
"Azelex","Azelaic Acid",9,1650.8,1144,132644,91740
"Insupen Pen Needle","Pen Needle, Diabetic",5,375.2,561,100038.6,91730
"Estring","Estradiol",12,30413.8,33506,81797.3,91507.99
"Coreg","Carvedilol",12,2181.9,470,994432.3,91257
"Viread","Tenofovir Disoproxil Fumarate",12,11555.6,348,2604298.3,91136
"Regranex","Becaplermin",10,4528,2804,122376.1,91050
"Ery","Erythromycin Base In Ethanol",10,672.6,586,106463.8,90900
"Noritate","Metronidazole",11,1520.5,972,137193.9,90341
"Vabomere","Meropenem/Vaborbactam",6,81,120,55156.3,89434.6
"Bafiertam","Monomethyl Fumarate",3,82.7,126,54890.7,89432
"Truvada","Emtricitabine/Tenofovir (Tdf)",12,32311.3,588,7822098.8,89375
"Safety Pen Needle","Pen Needle, Diabetic, Safety",3,707,371,244617,88870
"Duobrii","Halobetasol Propion/Tazarotene",5,804,536,135931,88635
"Jaimiess","L-Norgest/E.Estradiol-E.Estrad",4,331.5,425,68774.5,88445
"Odactra","Mite,D.Farinae-D.Pteronyssinus",4,340.5,493,57835.5,88436
"Corgard","Nadolol",7,556.8,240,162392.5,88080
"Perforomist","Formoterol Fumarate",12,2716.7,232,1113567.3,87565
"Colestid","Colestipol HCl",12,469.7,438,170841.6,87306
"Cisplatin","Cisplatin",12,199.8,210,90129.5,87280
"Elidel","Pimecrolimus",12,16289.7,616,1649764.7,87190
"Proscar","Finasteride",10,852.8,351,204758.6,86732
"Norvir","Ritonavir",12,29724,393,9552337.6,86631
"Zyflo","Zileuton",12,202.6,115,113659.2,86626
"Priftin","Rifapentine",12,696,1302,44392.1,86464
"Baqsimi","Glucagon",5,18950.8,32681,47188.2,86194
"Ultra-Thin II","Pen Needle, Diabetic",12,975.1,406,261666.7,86113
"Vestura","Ethinyl Estradiol/Drospirenone",8,470.1,406,86305.1,86072
"Winlevi","Clascoterone",3,414.7,701,47130,85890
"Uceris*","Budesonide",10,2922.5,577,329060,85654.4
"Questran","Cholestyramine (With Sugar)",12,215.7,81,229191.4,84890
"Sabril","Vigabatrin",12,141.8,59,202322,84687
"Motofen","Difenoxin HCl/Atropine Sulfate",7,178.6,137,76583.6,84604
"Dermacinrx Lidogel","Lidocaine HCl",1,178,178,84200,84200
"Lithostat","Acetohydroxamic Acid",10,108.1,203,32612.6,83578
"Ultracare Insulin Syringe","Syringe And Needle,Insulin,1ml",5,698.6,321,209202.8,83485
"Zarxio","Filgrastim-Sndz",9,5609.6,8324,62409.8,83426.4
"Zortress","Everolimus",12,571.3,110,495257.7,83412
"Teriparatide","Teriparatide",4,3379,7021,42193.8,83212
"Nayzilam","Midazolam",5,6471.6,13209,41702.3,83060
"Ferriprox","Deferiprone",9,163.4,40,180463.8,82886
"Cipro HC","Ciprofloxacin/Hydrocortisone",12,11861.5,7431,135343.1,82856.5
"Doxy 100","Doxycycline Hyclate",12,418.8,268,220374.4,82745.6
"Tri-Lo-Estarylla","Norgestimate-Ethinyl Estradiol",6,449.8,542,67450.2,82632
"Rozerem","Ramelteon",12,23201.1,591,2679506.4,82386
"Midazolam HCl*","Midazolam HCl",10,11136.1,20162,46390,82375.9
"Lansoprazol-Amoxicil-Clarithro","Lansoprazole/Amoxiciln/Clarith",11,4611.4,721,436106.2,82293
"Norliqva","Amlodipine Besylate",2,121,168,55346.2,82112.5
"Ultra Comfort","Syringe And Needle,Insulin,1ml",12,8491.5,429,2616129.4,82063
"Fenoprofen Calcium","Fenoprofen Calcium",12,1122.2,270,266467.3,82061
"Ocrevus","Ocrelizumab",7,1551.4,2492,51261.3,82010.8
"Fentanyl Citrate","Fentanyl Citrate",12,462.5,78,266361.9,81970
"Cequr Simplicity","Bolus Insulin Pump, 200 Unit",3,1012.7,1905,42068.3,81847
"Trifluridine","Trifluridine",12,11364.4,7948,96997.4,81811
"Viorele","Desog-E.Estradiol/E.Estradiol",12,598.1,353,120182.5,81480
"Marlissa","Levonorgestrel/Ethin.Estradiol",9,528.4,338,109161,81400
"Zarontin","Ethosuximide",12,127.2,83,188242,81295
"Alyq","Tadalafil",5,1156.6,419,399859,81175
"Qbrexza","Glycopyrronium Tosylate",2,610.2,828,61399.5,80925
"Thalomid","Thalidomide",12,1442,500,244773.4,80752
"Amnesteem","Isotretinoin",12,595.8,862,66975,80635
"Keytruda","Pembrolizumab",10,662.8,1523,32006.4,80592
"Meropenem-0.9% NaCl","Meropenem-0.9% Sodium Chloride",9,1727.1,2888,118896.8,80548.04
"Namenda","Memantine HCl",12,231760.8,559,91530837.8,80480
"Cardizem CD","Diltiazem HCl",12,1371.8,295,306367.2,79236
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",9,742.4,235,154121.6,79126
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",11,17.7,15,207229.4,78957.975
"Quillivant XR","Methylphenidate HCl",7,62.3,64,55378.7,78780
"Depo-Testosterone","Testosterone Cypionate",12,10508.6,11681,108191,78601.37
"Oxacillin","Oxacillin In Dextrose(Iso-Osm)",12,101.2,12,650679.3,78600
"Cystagon","Cysteamine Bitartrate",12,31.2,20,94236,78060
"Remodulin","Treprostinil Sodium",12,43.8,95,18764.4,78039.6
"Striverdi Respimat","Olodaterol HCl",10,2517.3,3476,52302.4,77985
"Cardura","Doxazosin Mesylate",12,777,232,239366.8,77884
"Kynmobi","Apomorphine HCl",4,571.2,403,116465.5,77635
"Exforge HCT","Amlodipine/Valsartan/HCThiazid",12,8016.3,316,1704875.9,77374.5
"Clinimix","Amino Acids 4.25%/Dextrose 10%",3,NA,NA,78659.3,77000
"Arimidex","Anastrozole",10,1007.1,311,213962.6,76805
"Vimovo","Naproxen/Esomeprazole Mag",10,5325.5,249,864723.3,76498
"Orphenadrine Citrate","Orphenadrine Citrate",12,18456.5,5307,1744185.8,75938
"Rebif","Interferon Beta-1a/Albumin",12,4290.1,1364,235570.2,75785.4
"Jalyn","Dutasteride/Tamsulosin HCl",12,16861.8,318,3657970.6,75667
"Lo-Zumandimine","Ethinyl Estradiol/Drospirenone",5,208.8,462,27792.8,75376
"Lomotil","Diphenoxylate HCl/Atropine",12,423.1,205,170476.5,75304
"Fotivda","Tivozanib HCl",3,636.7,923,50342,74942
"Sensipar","Cinacalcet HCl",12,72498.6,340,16188964.8,74907
"Lanoxin*","Digoxin",10,4015.9,265,481466.5,74671
"Kariva","Desog-E.Estradiol/E.Estradiol",12,560.1,296,119342.1,74620
"Simponi Aria","Golimumab",11,511.4,1222,30432.3,74381.76
"Ultra-Thin II","Syringe And Needle,Insulin,1ml",12,597.8,317,162482.5,74369
"Glucagon Emergency Kit","Glucagon",7,49843.3,38387,103552.5,74338
"Zegerid","Omeprazole/Sodium Bicarbonate",12,1318.6,290,267899.5,74324
"Kuvan","Sapropterin Dihydrochloride",12,136.1,41,348459.4,74264
"Steglujan","Ertugliflozin/Sitagliptin Phos",6,314.5,372,52883.7,73714
"Nalbuphine HCl","Nalbuphine HCl",12,319.6,95,187377,73708
"Penicillin Gk-Iso-Osm Dextrose","Pen G Pot/Dextrose-Water",12,116.9,15,791603.1,73499.93
"Bijuva","Estradiol/Progesterone",5,290,421,42299.2,73442
"Uroxatral","Alfuzosin HCl",9,618.4,274,102455.9,72921
"Tobradex St","Tobramycin/Dexamethasone",9,9548.2,10925,68635.8,72633.5
"Tikosyn","Dofetilide",12,13995.7,186,7092919.3,72541
"Aptivus","Tipranavir",12,223.7,65,234547.4,72510
"Almotriptan Malate","Almotriptan Malate",8,1338.9,1289,73281.1,72253
"Humira","Adalimumab",12,11898.4,4742,192923,72205.6
"Ulticare Insulin Syringe","Syrge-Ndl,Ins 0.3 Ml Half Mark",8,212.6,288,52386.2,72140
"Alunbrig","Brigatinib",6,166,237,46806.7,72109
"Ultomiris","Ravulizumab-Cwvz",5,156.6,493,37943.8,71835
"Doxercalciferol*","Doxercalciferol",10,1469.2,317,183519.5,71833
"Ninlaro","Ixazomib Citrate",9,3905.7,3384,71195.4,71785
"Tracleer","Bosentan",12,2869.7,128,1560579.4,71772
"Xyosted","Testosterone Enanthate",5,2971.8,5120,39611.3,70914
"Aprepitant","Aprepitant",7,3817.1,4705,51698.7,70183
"Betaine Anhydrous","Betaine",2,23,23,36270,70020
"Adzenys XR-ODT","Amphetamine",8,211.2,466,34175.6,69968
"Evenity (2 Syringes)","Romosozumab-Aqqg",5,3179.4,6219,35700.4,69805.43
"Mvasi","Bevacizumab-Awwb",5,189.6,387,32481.6,69682
"Sympazan","Clobazam",5,138,183,46668.8,69394
"Nucala","Mepolizumab",8,3488.5,7618,28655.2,69222.2
"Tysabri","Natalizumab",11,684.5,626,77049.2,69099.5
"Sulfadiazine","Sulfadiazine",12,579.3,205,253370.7,68935
"Taltz Autoinjector","Ixekizumab",8,4108.8,8491,31675.6,68923
"Bacitracin*","Bacitracin",10,54919.3,14794,378159.8,68817.5
"Estradiol Valerate","Estradiol Valerate",11,2311.2,4078,28438.4,68714.55
"Alogliptin-Pioglitazone","Alogliptin Benz/Pioglitazone",8,877.9,310,154533.8,68662
"Rozlytrek","Entrectinib",5,134.6,205,40736,68508
"Focalin","Dexmethylphenidate HCl",12,134.8,183,57171.6,68490
"Rimantadine HCl","Rimantadine HCl",12,726.8,230,104520.2,68247.5
"Arthrotec 75","Diclofenac Sodium/Misoprostol",12,2903.2,146,770176.3,67507
"Nitro-Dur","Nitroglycerin",9,2814.6,451,463949.4,67446
"Zenzedi","Dextroamphetamine Sulfate",10,207,245,62404.4,67381
"Marplan","Isocarboxazid",12,113.4,73,92993.7,67063
"Amphetamine Sulfate","Amphetamine Sulfate",6,141.2,203,41313.7,66980
"Zestoretic","Lisinopril/Hydrochlorothiazide",11,465.7,219,110513.2,66764
"Fulvestrant","Fulvestrant",5,705.6,958,39935.6,66355
"Bromsite","Bromfenac Sodium",8,16918.2,6676,141925.4,66241.333
"Methadose","Methadone HCl",12,170.9,134,133195.7,66053
"Somavert","PEGvisomant",11,254.5,247,67866.1,65995
"Flurandrenolide","Flurandrenolide",8,1298,260,111305.6,65865
"Jornay PM","Methylphenidate HCl",4,230,419,35027.5,65573
"Cerdelga","Eliglustat Tartrate",9,85.9,119,46494,65240
"Vitrakvi","Larotrectinib Sulfate",4,105.8,144,45225.2,64979
"Astagraf XL","Tacrolimus",10,97.2,109,57501.3,64477
"Venlafaxine Besylate ER","Venlafaxine Besylate",2,266.5,447,35292.5,64470
"Sharobel","Norethindrone",10,720.5,386,105764.8,64316
"Balziva","Norethindrone-Ethin. Estradiol",9,349,242,81429.3,64234
"Atacand HCT","Candesartan/Hydrochlorothiazid",11,1776.8,218,394492.3,63803
"Hydromorphone HCl","Hydromorphone HCl/PF",12,220.7,74,330800.1,63794
"Ryvent","Carbinoxamine Maleate",7,277.7,257,52648.9,63676
"Emgality Syringe","Galcanezumab-Gnlm",5,6370.2,9544,39389,63287
"Odomzo","Sonidegib Phosphate",7,288.2,495,45548,63128.995
"Emtriva","Emtricitabine",12,2293.5,123,561496.9,62807
"Amaryl","Glimepiride",12,1138.4,315,429474,62115
"Asmanex","Mometasone Furoate",10,40972.3,11082,201921.8,61974.882
"Testosterone Enanthate","Testosterone Enanthate",12,5107.6,3568,73613.5,61911.5
"Larin 24 Fe","Norethindrone-E.Estradiol-Iron",8,200.4,325,34279,61880
"Angeliq","Drospirenone/Estradiol",12,278.2,275,53412.8,61858
"Gelnique","Oxybutynin Chloride",11,2985.9,307,414916,61643
"Clinimix E","Aa 5 %/Calcium/Lytes/Dext 20 %",10,18.3,NA,505181.8,61000
"Effient","Prasugrel HCl",10,44028.2,231,10026310,60912
"Rasuvo","Methotrexate/PF",9,3243.2,5262,34727.1,60891.95
"Phenoxybenzamine HCl","Phenoxybenzamine HCl",9,214.2,157,61313.3,60712
"Brompheniramine-Pseudoephed-DM","Brompheniramine/Pseudoephed/DM",5,232.4,293,41411.6,60407
"Enpresse","Levonorgestrel/Ethin.Estradiol",9,374.2,220,92019.2,60352
"Keveyis","Dichlorphenamide",4,73,98,25818,60086
"Sumatriptan Succ-Naproxen Sod","Sumatriptan Succ/Naproxen Sod",6,1132,979,57754.2,60047
"Vimizim","Elosulfase Alfa",9,13.1,15,50296.7,59745
"Trexall","Methotrexate Sodium",12,1163.2,1875,42297,59498
"Gavreto","Pralsetinib",3,96.7,129,40814,59090
"Trinatal Rx 1","Prenatal Vit27,Calcium/Iron/FA",12,213.5,437,26013,58890
"Trivora-28","Levonorgestrel/Ethin.Estradiol",8,328.7,224,52907,58647
"Kevzara","Sarilumab",7,2260.7,4167,31651.9,58613
"Kaletra","Lopinavir/Ritonavir",12,5916.7,101,6077987.5,58510
"Lescol XL","Fluvastatin Sodium",12,4304.5,217,1045294,58317
"Ertaczo","Sertaconazole Nitrate",11,444.7,323,53135.5,58260
"Pure Comfort Pen Needle","Pen Needle, Diabetic",4,199.2,143,57671.2,57960
"Imfinzi","Durvalumab",7,167.6,402,23716.4,57922.8
"Skyrizi Pen","Risankizumab-Rzaa",3,10532.3,18206,31224.7,57752
"Femara","Letrozole",12,966.9,209,199652.5,57503
"Ethynodiol-Ethinyl Estradiol","Ethynodiol D-Ethinyl Estradiol",7,207,220,46843,57426
"Flurbiprofen Sodium","Flurbiprofen Sodium",12,14370.8,8299,83197.9,57379
"Zylet","Tobramycin/Lotepred Etab",12,13515.5,6592,106690.6,57300
"Brovana","Arformoterol Tartrate",12,4504.5,188,1507309,57068
"Climara Pro","Estradiol/Levonorgestrel",12,1950.5,1983,52787.2,56868
"Avastin","Bevacizumab",12,714.2,341,105340.4,56421
"Natroba","Spinosad",6,199.7,313,33220.3,56340
"Tepmetko","Tepotinib HCl",3,161.7,249,34497.7,56228
"Parnate","Tranylcypromine Sulfate",9,86.2,38,78990.7,56153
"Acyclovir Sodium","Acyclovir Sodium",12,134.4,103,184744.3,55817.72
"Prevident 5000 Ortho Defense","Fluoride (Sodium)",5,236,289,39585.1,55807.6
"Tiopronin","Tiopronin",3,31.5,36,36014,55742
"Methadone Intensol","Methadone HCl",12,393,178,131863.7,55123
"Xalatan","Latanoprost",12,8256.7,2542,143999.8,55051.5
"Bepreve","Bepotastine Besilate",11,16894,3305,308028.4,54712.5
"Bupivacaine HCl","Bupivacaine HCl/PF",12,340.9,351,64408,54635
"Arestin","Minocycline HCl Microspheres",12,2614.8,1157,73930.6,54521
"Nivestym*","Filgrastim-Aafi",5,1524.6,4310,18229.1,54380.6
"Azilect","Rasagiline Mesylate",12,19535.3,201,4387079.3,54288
"Imitrex*","Sumatriptan Succinate",10,1344.8,771,86493.9,53880
"Zirabev","Bevacizumab-Bvzr",4,172.2,316,29447.5,53770
"Blisovi 24 Fe","Norethindrone-E.Estradiol-Iron",8,420.9,271,73005.9,53704
"Derma-Smoothe-FS","Fluocinolone/Shower Cap",9,266.3,283,53675,53462.76
"Diuril","Chlorothiazide",12,65.9,101,45458,53330
"Cibinqo","Abrocitinib",2,233,347,31887,53004
"Tecentriq","Atezolizumab",8,219.4,409,24744,52908
"Nitazoxanide","Nitazoxanide",4,1861.2,2613,38104.5,52747
"Zontivity","Vorapaxar Sulfate",8,876,226,144592.6,52508
"Actos","Pioglitazone HCl",12,40415.4,224,6742463.3,52305
"Dymista","Azelastine/Fluticasone",12,28111.8,944,1862695.8,52295
"Kalydeco","IVacaftor",10,180.1,91,81902.1,52262
"Edluar","Zolpidem Tartrate",12,434,234,74371,52259
"Byetta","Exenatide",12,26753.3,3396,375898.6,52092
"Imuran","Azathioprine",10,305.9,106,109032.4,51777
"Silenor","Doxepin HCl",12,9935.2,299,1107250.7,51252
"Ajovy Syringe","Fremanezumab-Vfrm",6,6248.3,5556,54934.4,51173.5
"Jadenu","Deferasirox",9,1599.1,117,653210,50779
"Havrix","Hepatitis A Virus Vaccine/PF",12,43283.2,43513,48996.5,50709
"Minocin*","Minocycline HCl",8,58.1,44,24797,50440
"Rebif Rebidose","Interferon Beta-1a/Albumin",11,1948.5,936,95305.2,50434.1
"Vosevi","Sofosbuvir/Velpatas/Voxilaprev",7,1158.3,674,83618.4,49989
"Ultra-Thin II","Syringe-Needle,Insulin,0.5 Ml",12,609,166,172939,49984
"Copiktra","Duvelisib",6,163.5,148,45110,49812
"Zipsor","Diclofenac Potassium",11,1116.5,98,317198.6,49679
"Epivir Hbv","Lamivudine",12,871.1,70,292828,49638
"Duavee","Estrogens,Conj/Bazedoxifene",10,1112,375,180602.2,49528
"Prednisone Intensol","Prednisone",12,353.2,492,43225.9,49521
"Xylocaine-MPF","Lidocaine HCl/PF",12,2169.2,2500,40618,49361.7
"Minivelle","Estradiol",11,3495.1,666,156382.1,49354
"Qudexy XR","Topiramate",9,393.1,141,95347.4,49188
"Bd Insulin Syringe Ult-Fine II","Syring-Needl,Disp,Insul,0.3 Ml",12,253.2,251,50663.8,49150
"Fluoride","Fluoride (Sodium)",10,226.8,228,47577.6,49065.5
"Gabitril","Tiagabine HCl",12,1238.7,102,754864.8,49029
"Prochlorperazine","Prochlorperazine",12,11145.3,2594,238625.3,48955
"Valtoco","Diazepam",4,3644,6956,25811.7,48946
"Cimzia","Certolizumab PEGol",12,5066.2,5602,41313.1,48693
"Cotellic","Cobimetinib Fumarate",9,160.1,199,36547,48426
"Easy Touch Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",12,334.2,224,80064.8,48264
"Orlistat","Orlistat",2,96,155,26970.5,48199
"Afinitor","Everolimus",12,4922.2,368,637557,48099
"Zoledronic Acid","Zoledronic Ac/Mannitol/0.9nacl",6,135,182,27533.3,48000
"Clocortolone Pivalate","Clocortolone Pivalate",8,1278.1,577,100809.8,47685
"Pulmicort","Budesonide",12,830.4,394,257903.8,47430
"Mepron","Atovaquone",12,1622.8,34,1455760.1,47370
"Roxybond","Oxycodone HCl",1,205,205,47178,47178
"Urocit-K","Potassium Citrate",12,620.7,86,212383,47154
"Meclofenamate Sodium","Meclofenamate Sodium",12,500.8,153,145233.6,46885
"Harvoni","Ledipasvir/Sofosbuvir",10,21103.8,691,1568214.6,46656
"Pazopanib HCl","Pazopanib HCl",1,352,352,46560,46560
"Camrese","L-Norgest/E.Estradiol-E.Estrad",12,750.6,223,156705.8,45955
"Epaned","Enalapril Maleate",10,70.6,21,106874,45935
"Fluoxetine Dr","Fluoxetine HCl",12,1303.2,1094,49633.2,45773
"Magellan Insulin Safety Syrng","Syringe,Needle,Insuln,Safe,1ml",12,379,224,128475,45770
"Nexavar","Sorafenib Tosylate",12,3430.3,176,1110404.5,45491
"Exkivity","Mobocertinib Succinate",3,89.3,120,31594.7,45235
"Mycapssa","Octreotide Acetate",4,65.5,79,32963,45164
"Daptomycin-0.9% NaCl","Daptomycin In 0.9 % Sod Chlor",1,52,52,45150,45150
"Nardil","Phenelzine Sulfate",12,204.8,56,166564,45147
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",6,42.8,13,168681.7,45006
"Inqovi","Decitabine/Cedazuridine",4,1698,2272,31949,44941
"Pepcid","Famotidine",9,349.3,201,56760.7,44772
"Ayvakit","Avapritinib",4,147.5,267,22858.5,44228
"Leukeran","Chlorambucil",12,2088.4,268,304514.6,44036
"Asceniv","Immune Globulin,Gamma(IgG)slra",2,13,13,28725,44000
"Camrese Lo","L-Norgest/E.Estradiol-E.Estrad",12,219.4,196,48971.8,43800
"Oxaydo","Oxycodone HCl",7,426.1,322,119778,43578
"Kelnor 1-50","Ethynodiol D-Ethinyl Estradiol",6,162.8,133,45450.8,43456
"Fiasp Penfill","Insulin Aspart (Niacinamide)",5,342.8,661,21691.6,43332
"Velivet","Desogestrel-Ethinyl Estradiol",12,199.8,147,50278.5,43188
"Healthwise Pen Needle","Pen Needle, Diabetic",5,143.4,136,40951.2,43182
"Mirvaso","Brimonidine Tartrate",11,2099.5,682,119372.2,43170
"Epogen","Epoetin Alfa",12,3421.5,4041,40482.9,43010.167
"Neomycin-Bacitracin-Polymyxin","Neomycin/Bacitracin/Polymyxinb",7,5990.4,9227,27764.6,42931
"Unasyn","Ampicillin Sod/Sulbactam Sod",6,231.7,131,101019.6,42765.047
"Phentermine HCl","Phentermine HCl",6,198.7,417,15939.8,42719
"Inflectra","Infliximab-Dyyb",7,442.7,1186,13353.9,42700.08
"Rimso-50","Dimethyl Sulfoxide",12,246.5,105,77504.4,42700
"Pulmozyme","Dornase Alfa",12,149.5,87,66453.1,42422.5
"Innopran XL","Propranolol HCl",8,369.1,187,56244.8,42277
"Se-Natal-19","PNV 119/Iron Fum/Folic Acid",9,438,296,58700.7,42093
"Sulfamylon","Mafenide Acetate",10,399.8,268,72895,41505.1
"Lyvispah","Baclofen",2,190,299,25736,41239
"Myfembree","Relugolix/Estradiol/Norethindr",3,166.7,330,19464,41155
"Acthar","Corticotropin",9,2041.2,942,71467.2,40750
"Deferiprone (3 Times A Day)","Deferiprone",2,74,107,25807.5,40686
"Prometrium","Progesterone, Micronized",11,2366.3,270,295621.1,40675
"Fentanyl Citrate*","Fentanyl Citrate/PF",10,5918.1,17038,141541.6,40602
"Easy Glide Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",4,117.8,119,35140,40580
"Balversa","Erdafitinib",5,241.6,275,37443.2,40292
"Relpax","Eletriptan Hydrobromide",10,6120,480,310571.8,39810
"Toremifene Citrate","Toremifene Citrate",5,190.4,173,37178.4,39786
"Potassium Chloride","Potassium Chloride In Water",10,116.5,71,73113.6,39750
"Tezspire","Tezepelumab-Ekko",2,2490.5,3451,26157.4,39615.67
"Ztalmy","Ganaxolone",1,NA,NA,39600,39600
"Dyanavel XR","Amphetamine",6,74.7,326,18299.8,39595
"Siklos","Hydroxyurea",5,90.4,146,19969,39459
"Strensiq","Asfotase Alfa",9,91.6,207,18187.1,39383.4
"Urso Forte","Ursodiol",12,154.9,72,76014.2,39332
"Lytgobi","Futibatinib",1,94,94,39130,39130
"Tremfya","Guselkumab",7,4489.1,8945,18827.9,39127
"Ridaura","Auranofin",10,231.8,91,78026.2,38901
"Ddavp*","Desmopressin Acetate",10,127.8,57,60261.4,38864
"Pred Forte","Prednisolone Acetate",12,7465.2,1931,119508.9,38730
"Doxorubicin HCl","Doxorubicin HCl",12,175.7,226,25365.4,38505
"Omnaris","Ciclesonide",10,3580.2,610,141842.7,38412.5
"Relafen Ds","Nabumetone",4,204,252,27915.5,38144
"Trizivir","Abacavir/Lamivudine/Zidovudine",12,692.5,77,308883,38004
"Onureg","Azacitidine",4,437.5,589,25919,37930
"Pamelor","Nortriptyline HCl",12,138.8,67,58855.9,37927
"Orencia","Abatacept/Maltose",12,1236.5,1749,27109.9,37874
"Chenodal","Chenodiol",8,33.8,38,36374.4,37844
"Emflaza","Deflazacort",5,67.4,99,27608.8,37760
"Riabni","Rituximab-Arrx",3,100,150,17466.7,37760
"Prenatal Plus","PNV,Calcium 72/Iron/Folic Acid",10,8879.4,246,978380.4,37652
"Elixophyllin","Theophylline Anhydrous",11,331.3,NA,1065303.8,37578
"Tpn Electrolytes","Sodium/Pot/Mag/Calc/Chlor/Acet",1,NA,NA,37500,37500
"Tasimelteon","Tasimelteon",1,314,314,37408,37408
"Lojaimiess","L-Norgest/E.Estradiol-E.Estrad",4,100.8,171,22022,37310
"Vivitrol","Naltrexone Microspheres",12,4309.2,8594,17773.1,37281.45
"Flexbumin","Albumin Human",8,NA,NA,19674.4,37200
"Zovia 1-35","Ethynodiol D-Ethinyl Estradiol",3,114,151,23900.7,37174
"Niacor","Niacin",12,2342,99,777627.8,37059
"Xdemvy","Lotilaner",1,3568,3568,36930,36930
"Camila","Norethindrone",11,1421.9,228,193524.5,36906
"Niva-Plus","Multivit-Mins60/Iron Fum/Folic",8,282.8,238,44578.5,36809
"Carbaglu","Carglumic Acid",10,NA,NA,26383,36450
"Flumazenil","Flumazenil",12,2678.7,6305,15444.4,36424.5
"Derma-Smoothe-FS","Fluocinolone Acetonide",9,103.6,132,26068.7,36311.6
"Orladeyo","Berotralstat Hydrochloride",3,141.3,158,30053.3,36204
"Trilipix","Fenofibric Acid (Choline)",12,24173.2,127,4803070.6,35709
"Nutrilipid","Fat Emulsions",9,52.8,NA,229360.8,35701
"Polymyxin B Sulfate","Polymyxin B Sulfate",12,810.2,91,1053179.8,35665
"Monoject Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",12,973.5,142,278742.4,35581
"Prochlorperazine Edisylate","Prochlorperazine Edisylate",10,514.6,229,26543.5,35473.5
"Elestrin","Estradiol",9,722.9,248,112960.8,35466
"Clarinex","Desloratadine",10,2970.9,184,529231.8,35226
"Xenical","Orlistat",10,451.3,92,158742.9,35103
"Sporanox","Itraconazole",12,433.5,25,1086611.9,34996
"Aromasin","Exemestane",12,608.4,126,115323,34988
"Miebo","Perfluorohexyloctane/PF",1,6324,6324,34916,34916
"Ferriprox (3 Times A Day)","Deferiprone",3,52,41,35656,34800
"Tekturna HCT","Aliskiren/Hydrochlorothiazide",10,4814.9,423,1069338,34764
"Miconazole-Zinc Oxide-Petroltm","Miconazole Nitrate/Zinc Ox/Pet",6,241.3,309,26966.3,34610
"Tiazac","Diltiazem HCl",10,420.8,114,82218.1,34577
"Narcan","Naloxone HCl",8,188810.4,15137,420563.4,34545.8
