"brand_name","generic_name","year","total_dosage_units","total_beneficiaries"
"Actimmune","Interferon Gamma-1b,Recomb.",2017,NA,50
"Actimmune","Interferon Gamma-1b,Recomb.",2018,2118,53
"Actimmune","Interferon Gamma-1b,Recomb.",2019,2226.5,47
"Actimmune","Interferon Gamma-1b,Recomb.",2020,2547,51
"Actimmune","Interferon Gamma-1b,Recomb.",2021,2444,50
"Actimmune","Interferon Gamma-1b,Recomb.",2022,2613.5,48
"Actimmune","Interferon Gamma-1b,Recomb.",2023,2432,43
"Actiq","Fentanyl Citrate",2012,23850,21
"Actiq","Fentanyl Citrate",2013,20120,16
"Actiq","Fentanyl Citrate",2014,41644,50
"Actiq","Fentanyl Citrate",2015,26861,36
"Actiq","Fentanyl Citrate",2016,23430,19
"Actiq","Fentanyl Citrate",2017,17102,14
"Actiq","Fentanyl Citrate",2018,9625,NA
"Actiq","Fentanyl Citrate",2019,9300,NA
"Actiq","Fentanyl Citrate",2020,4110,NA
"Activella","Estradiol/Norethindrone Acet",2012,232352,1357
"Activella","Estradiol/Norethindrone Acet",2013,192618,1056
"Activella","Estradiol/Norethindrone Acet",2014,NA,719
"Activella","Estradiol/Norethindrone Acet",2015,NA,483
"Activella","Estradiol/Norethindrone Acet",2016,NA,409
"Activella","Estradiol/Norethindrone Acet",2017,NA,296
"Activella","Estradiol/Norethindrone Acet",2018,NA,255
"Activella","Estradiol/Norethindrone Acet",2019,12712,210
"Activella","Estradiol/Norethindrone Acet",2020,13692,78
"Activella","Estradiol/Norethindrone Acet",2021,13916,57
"Activella","Estradiol/Norethindrone Acet",2022,14560,63
"Activella","Estradiol/Norethindrone Acet",2023,12488,55
"Actonel","Risedronate Sodium",2012,4128886.734,200343
"Actonel","Risedronate Sodium",2013,3507298.518,166083
"Actonel","Risedronate Sodium",2014,2477989.463,119106
"Actonel","Risedronate Sodium",2015,797304.377,39660
"Actonel","Risedronate Sodium",2016,112625.5,5950
"Actonel","Risedronate Sodium",2017,55641,2228
"Actonel","Risedronate Sodium",2018,36899,1445
"Actonel","Risedronate Sodium",2019,27665,1064
"Actonel","Risedronate Sodium",2020,20947,809
"Actonel","Risedronate Sodium",2021,15477,624
"Actonel","Risedronate Sodium",2022,12468,492
"Actonel","Risedronate Sodium",2023,10094,398
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2012,16096091.111,51343
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2013,1298708,4935
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2014,212455,925
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2015,117072,322
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2016,84067,216
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2017,64831,161
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2018,47787,113
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2019,38502,91
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2020,32169,75
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2021,20419,51
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2022,13698,33
"Actoplus Met","Pioglitazone HCl/Metformin HCl",2023,12857,27
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2012,377011,1594
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2013,420808,1478
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2014,313926,1110
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2015,270702,878
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2016,246672,732
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2017,228128,617
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2018,136444,536
"Actoplus Met XR","Pioglitazone HCl/Metformin HCl",2019,837,12
"Actos","Pioglitazone HCl",2012,75434844.514,448908
"Actos","Pioglitazone HCl",2013,3481531.03,25933
"Actos","Pioglitazone HCl",2014,586009,4164
"Actos","Pioglitazone HCl",2015,332279,1554
"Actos","Pioglitazone HCl",2016,240651,1055
"Actos","Pioglitazone HCl",2017,195724,808
"Actos","Pioglitazone HCl",2018,159372,632
"Actos","Pioglitazone HCl",2019,132352,546
"Actos","Pioglitazone HCl",2020,120551,481
"Actos","Pioglitazone HCl",2021,98359,378
"Actos","Pioglitazone HCl",2022,75582,302
"Actos","Pioglitazone HCl",2023,52305,224
"Acular","Ketorolac Tromethamine",2012,8731,807
"Acular","Ketorolac Tromethamine",2013,6307,506
"Acular","Ketorolac Tromethamine",2014,4440,359
"Acular","Ketorolac Tromethamine",2015,2991,202
"Acular","Ketorolac Tromethamine",2016,2775,204
"Acular","Ketorolac Tromethamine",2017,2805,220
"Acular","Ketorolac Tromethamine",2018,2401,216
"Acular","Ketorolac Tromethamine",2019,1865,177
"Acular","Ketorolac Tromethamine",2020,2245,214
"Acular","Ketorolac Tromethamine",2021,1325,94
"Acular","Ketorolac Tromethamine",2022,1090,79
"Acular","Ketorolac Tromethamine",2023,1510,160
"Acular Ls","Ketorolac Tromethamine",2012,11826,1199
"Acular Ls","Ketorolac Tromethamine",2013,7847,772
"Acular Ls","Ketorolac Tromethamine",2014,10925,1253
"Acular Ls","Ketorolac Tromethamine",2015,3421,277
"Acular Ls","Ketorolac Tromethamine",2016,2131,161
"Acular Ls","Ketorolac Tromethamine",2017,1300,97
"Acular Ls","Ketorolac Tromethamine",2018,1170,87
"Acular Ls","Ketorolac Tromethamine",2019,895,61
"Acular Ls","Ketorolac Tromethamine",2020,750,67
"Acular Ls","Ketorolac Tromethamine",2021,435,36
"Acular Ls","Ketorolac Tromethamine",2022,340,33
"Acular Ls","Ketorolac Tromethamine",2023,475,53
"Acuvail","Ketorolac Tromethamine/PF",2012,325393,6304
"Acuvail","Ketorolac Tromethamine/PF",2013,199594,3337
"Acuvail","Ketorolac Tromethamine/PF",2014,99095,1449
"Acuvail","Ketorolac Tromethamine/PF",2015,70525,877
"Acuvail","Ketorolac Tromethamine/PF",2016,56785,630
"Acuvail","Ketorolac Tromethamine/PF",2017,38222,408
"Acuvail","Ketorolac Tromethamine/PF",2018,34304,343
"Acuvail","Ketorolac Tromethamine/PF",2019,27503,274
"Acuvail","Ketorolac Tromethamine/PF",2020,20437,172
"Acuvail","Ketorolac Tromethamine/PF",2021,19678,166
"Acuvail","Ketorolac Tromethamine/PF",2022,12620,121
"Acuvail","Ketorolac Tromethamine/PF",2023,15165,164
"Acyclovir","Acyclovir",2012,71686397.486,475890
"Acyclovir","Acyclovir",2013,83168461.628,564230
"Acyclovir","Acyclovir",2014,92362269.6,616915
"Acyclovir","Acyclovir",2015,99423816.709,639862
"Acyclovir","Acyclovir",2016,106060000.7,659797
"Acyclovir Sodium","Acyclovir Sodium",2012,69875.64,145
"Acyclovir Sodium","Acyclovir Sodium",2013,94439.08,150
"Acyclovir Sodium","Acyclovir Sodium",2014,119000.306,171
"Acyclovir Sodium","Acyclovir Sodium",2015,129765.66,167
"Acyclovir Sodium","Acyclovir Sodium",2016,184523.15,182
"Acyclovir Sodium","Acyclovir Sodium",2017,136749.27,151
"Acyclovir Sodium","Acyclovir Sodium",2018,98255.5,111
"Acyclovir Sodium","Acyclovir Sodium",2019,89428.8,112
"Acyclovir Sodium","Acyclovir Sodium",2020,92897.76,124
"Acyclovir Sodium","Acyclovir Sodium",2021,1081641.44,85
"Acyclovir Sodium","Acyclovir Sodium",2022,64537.6,112
"Acyclovir Sodium","Acyclovir Sodium",2023,55817.72,103
"Acyclovir*","Acyclovir",2014,91606946.4,617133
"Acyclovir*","Acyclovir",2015,98914534.869,640016
"Acyclovir*","Acyclovir",2016,106497407.5,661620
"Acyclovir*","Acyclovir",2017,113017835.51,663195
"Acyclovir*","Acyclovir",2018,121554261.53,674884
"Acyclovir*","Acyclovir",2019,129690459.68,688547
"Acyclovir*","Acyclovir",2020,139021314.99,669360
"Acyclovir*","Acyclovir",2021,140003837.2,660087
"Acyclovir*","Acyclovir",2022,144752991.5,663424
"Acyclovir*","Acyclovir",2023,149400333.27,670065
"Aczone","Dapsone",2012,157937,1772
"Aczone","Dapsone",2013,259055,2705
"Aczone","Dapsone",2014,202005,3498
"Aczone","Dapsone",2015,152190,2573
"Aczone","Dapsone",2016,217470,2208
"Aczone","Dapsone",2017,241140,1949
"Aczone","Dapsone",2018,NA,1099
"Aczone","Dapsone",2019,NA,921
"Aczone","Dapsone",2020,12060,307
"Aczone","Dapsone",2021,17730,166
"Aczone","Dapsone",2022,13140,98
"Aczone","Dapsone",2023,7020,51
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2012,173908.55,206471
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2013,106469.616,144427
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2014,135511.16,179174
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2015,126052.182,188974
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2016,106863.481,167139
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2017,109519.346,168821
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2018,136138.246,190954
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2019,119121.61,181747
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2020,125262.552,171363
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2021,135947.25,177467
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2022,165416.1,220919
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",2023,160008.8,240258
"Adagen","PEGademase Bovine",2014,408,NA
"Adagen","PEGademase Bovine",2015,468,NA
"Adagen","PEGademase Bovine",2016,468,NA
"Adagen","PEGademase Bovine",2017,396,NA
"Adagen","PEGademase Bovine",2018,546,NA
"Adakveo","Crizanlizumab-Tmca",2016,NA,NA
"Adakveo","Crizanlizumab-Tmca",2017,NA,NA
"Adakveo","Crizanlizumab-Tmca",2018,NA,NA
"Adakveo","Crizanlizumab-Tmca",2019,NA,NA
"Adakveo","Crizanlizumab-Tmca",2020,20688,96
"Adakveo","Crizanlizumab-Tmca",2021,22770,97
"Adakveo","Crizanlizumab-Tmca",2022,26274.6,112
"Adakveo","Crizanlizumab-Tmca",2023,25530,105
"Adalat Cc","Nifedipine",2012,130401,517
"Adalat Cc","Nifedipine",2013,152246,580
"Adalat Cc","Nifedipine",2014,NA,522
"Adalat Cc","Nifedipine",2015,NA,439
"Adalat Cc","Nifedipine",2016,844,397
"Adalat Cc","Nifedipine",2017,12263,269
"Adalat Cc","Nifedipine",2018,17449,75
"Adalat Cc","Nifedipine",2019,16862,84
"Adalimumab-Adaz(Cf)","Adalimumab-Adaz",2019,NA,NA
"Adalimumab-Adaz(Cf)","Adalimumab-Adaz",2020,NA,NA
"Adalimumab-Adaz(Cf)","Adalimumab-Adaz",2021,NA,NA
"Adalimumab-Adaz(Cf)","Adalimumab-Adaz",2022,NA,NA
"Adalimumab-Adaz(Cf)","Adalimumab-Adaz",2023,13.6,NA
"Adalimumab-Adaz(Cf) Pen","Adalimumab-Adaz",2019,NA,NA
"Adalimumab-Adaz(Cf) Pen","Adalimumab-Adaz",2020,NA,NA
"Adalimumab-Adaz(Cf) Pen","Adalimumab-Adaz",2021,NA,NA
"Adalimumab-Adaz(Cf) Pen","Adalimumab-Adaz",2022,NA,NA
"Adalimumab-Adaz(Cf) Pen","Adalimumab-Adaz",2023,43.2,25
"Adalimumab-Fkjp(Cf) Pen","Adalimumab-Fkjp",2019,NA,NA
"Adalimumab-Fkjp(Cf) Pen","Adalimumab-Fkjp",2020,NA,NA
"Adalimumab-Fkjp(Cf) Pen","Adalimumab-Fkjp",2021,NA,NA
"Adalimumab-Fkjp(Cf) Pen","Adalimumab-Fkjp",2022,NA,NA
"Adalimumab-Fkjp(Cf) Pen","Adalimumab-Fkjp",2023,81,11
"Adapalene","Adapalene",2012,301816,3419
"Adapalene","Adapalene",2013,396914.5,4424
"Adapalene","Adapalene",2014,514940,5557
"Adapalene","Adapalene",2015,489730,5202
"Adapalene","Adapalene",2016,461747,5207
"Adapalene","Adapalene",2017,485686,5312
"Adapalene","Adapalene",2018,364294,5094
"Adapalene","Adapalene",2019,516244,5578
"Adapalene","Adapalene",2020,606932,5885
"Adapalene","Adapalene",2021,569023,5495
"Adapalene","Adapalene",2022,419529,4037
"Adapalene","Adapalene",2023,443059,4155
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2014,NA,NA
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2015,NA,NA
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2016,NA,NA
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2017,5130,138
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2018,27270,405
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2019,52290,693
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2020,64365,758
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2021,61965,737
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2022,89505,1003
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",2023,94695,1027
"Adbry","Tralokinumab-Ldrm",2018,NA,NA
"Adbry","Tralokinumab-Ldrm",2019,NA,NA
"Adbry","Tralokinumab-Ldrm",2020,NA,NA
"Adbry","Tralokinumab-Ldrm",2021,NA,NA
"Adbry","Tralokinumab-Ldrm",2022,13138,851
"Adbry","Tralokinumab-Ldrm",2023,33997,1712
"Adcetris","Brentuximab Vedotin",2016,NA,NA
"Adcetris","Brentuximab Vedotin",2017,NA,NA
"Adcetris","Brentuximab Vedotin",2018,NA,NA
"Adcetris","Brentuximab Vedotin",2019,NA,NA
"Adcetris","Brentuximab Vedotin",2020,140,11
"Adcetris","Brentuximab Vedotin",2021,250,18
"Adcetris","Brentuximab Vedotin",2022,295,24
"Adcetris","Brentuximab Vedotin",2023,274,22
"Adcirca","Tadalafil",2012,2634155,6525
"Adcirca","Tadalafil",2013,3880460,8773
"Adcirca","Tadalafil",2014,4577842,9915
"Adcirca","Tadalafil",2015,5109163,10653
"Adcirca","Tadalafil",2016,5468516.1,10987
"Adcirca","Tadalafil",2017,5321699.7,10391
"Adcirca","Tadalafil",2018,3897887.5,8975
"Adcirca","Tadalafil",2019,1182511,2801
"Adcirca","Tadalafil",2020,799333,1609
"Adcirca","Tadalafil",2021,613790,1172
"Adcirca","Tadalafil",2022,473836,906
"Adcirca","Tadalafil",2023,408964,802
"Adderall","Dextroamphetamine/Amphetamine",2012,NA,NA
"Adderall","Dextroamphetamine/Amphetamine",2013,NA,NA
"Adderall","Dextroamphetamine/Amphetamine",2014,426190,1510
"Adderall","Dextroamphetamine/Amphetamine",2015,477440,1324
"Adderall","Dextroamphetamine/Amphetamine",2016,496869,1332
"Adderall","Dextroamphetamine/Amphetamine",2017,534585,1364
"Adderall","Dextroamphetamine/Amphetamine",2018,607546,1551
"Adderall","Dextroamphetamine/Amphetamine",2019,676194,1806
"Adderall","Dextroamphetamine/Amphetamine",2020,706339,1609
"Adderall","Dextroamphetamine/Amphetamine",2021,710184,1765
"Adderall","Dextroamphetamine/Amphetamine",2022,781357,2201
"Adderall","Dextroamphetamine/Amphetamine",2023,951508,4019
"Adderall XR","Dextroamphetamine/Amphetamine",2012,1849565,9794
"Adderall XR","Dextroamphetamine/Amphetamine",2013,1515924,6025
"Adderall XR","Dextroamphetamine/Amphetamine",2014,1491290,5720
"Adderall XR","Dextroamphetamine/Amphetamine",2015,1597283,6047
"Adderall XR","Dextroamphetamine/Amphetamine",2016,1681221,6223
"Adderall XR","Dextroamphetamine/Amphetamine",2017,1551403,5939
"Adderall XR","Dextroamphetamine/Amphetamine",2018,1676353,5952
"Adderall XR","Dextroamphetamine/Amphetamine",2019,1875994,8087
"Adderall XR","Dextroamphetamine/Amphetamine",2020,1948540,7503
"Adderall XR","Dextroamphetamine/Amphetamine",2021,1205985,5321
"Adderall XR","Dextroamphetamine/Amphetamine",2022,1248969,6325
"Adderall XR","Dextroamphetamine/Amphetamine",2023,2322314,14292
"Adefovir Dipivoxil","Adefovir Dipivoxil",2012,NA,NA
"Adefovir Dipivoxil","Adefovir Dipivoxil",2013,36172,454
"Adefovir Dipivoxil","Adefovir Dipivoxil",2014,208244,947
"Adefovir Dipivoxil","Adefovir Dipivoxil",2015,239914,974
"Adefovir Dipivoxil","Adefovir Dipivoxil",2016,232352,938
"Adefovir Dipivoxil","Adefovir Dipivoxil",2017,207698,844
"Adefovir Dipivoxil","Adefovir Dipivoxil",2018,189521,740
"Adefovir Dipivoxil","Adefovir Dipivoxil",2019,170441,681
"Adefovir Dipivoxil","Adefovir Dipivoxil",2020,154570,570
"Adefovir Dipivoxil","Adefovir Dipivoxil",2021,139317,514
"Adefovir Dipivoxil","Adefovir Dipivoxil",2022,127661,469
"Adefovir Dipivoxil","Adefovir Dipivoxil",2023,110837,418
"Adempas","Riociguat",2012,NA,NA
"Adempas","Riociguat",2013,17226,141
"Adempas","Riociguat",2014,568350,1151
"Adempas","Riociguat",2015,1223162,1947
"Adempas","Riociguat",2016,1851917,2783
"Adempas","Riociguat",2017,2267129,3109
"Adempas","Riociguat",2018,2292012,3192
"Adempas","Riociguat",2019,2679851,3774
"Adempas","Riociguat",2020,3661887.996,4645
"Adempas","Riociguat",2021,4182218,5431
"Adempas","Riociguat",2022,4025654,5240
"Adempas","Riociguat",2023,3928942,4980
"Adlarity","Donepezil HCl",2018,NA,NA
"Adlarity","Donepezil HCl",2019,NA,NA
"Adlarity","Donepezil HCl",2020,NA,NA
"Adlarity","Donepezil HCl",2021,NA,NA
"Adlarity","Donepezil HCl",2022,954,139
"Adlarity","Donepezil HCl",2023,20034,1442
"Adlyxin","Lixisenatide",2014,NA,NA
"Adlyxin","Lixisenatide",2015,NA,NA
"Adlyxin","Lixisenatide",2016,NA,NA
"Adlyxin","Lixisenatide",2017,270,13
"Adlyxin","Lixisenatide",2018,636,26
"Adlyxin","Lixisenatide",2019,573,25
"Adlyxin","Lixisenatide",2020,606,24
"Adlyxin","Lixisenatide",2021,936,27
"Adlyxin","Lixisenatide",2022,486,23
"Admelog","Insulin Lispro",2014,NA,NA
"Admelog","Insulin Lispro",2015,NA,NA
"Admelog","Insulin Lispro",2016,NA,NA
"Admelog","Insulin Lispro",2017,NA,NA
"Admelog","Insulin Lispro",2018,17019,658
"Admelog","Insulin Lispro",2019,120033.714,4566
"Admelog","Insulin Lispro",2020,181351,7099
"Admelog","Insulin Lispro",2021,161708.1,7148
"Admelog","Insulin Lispro",2022,144614.428,6048
"Admelog","Insulin Lispro",2023,129533.14,4971
"Admelog Solostar","Insulin Lispro",2014,NA,NA
"Admelog Solostar","Insulin Lispro",2015,NA,NA
"Admelog Solostar","Insulin Lispro",2016,NA,NA
"Admelog Solostar","Insulin Lispro",2017,NA,NA
"Admelog Solostar","Insulin Lispro",2018,36927,1645
"Admelog Solostar","Insulin Lispro",2019,1248401.999,9303
"Admelog Solostar","Insulin Lispro",2020,339259,12070
"Admelog Solostar","Insulin Lispro",2021,352790,14120
"Admelog Solostar","Insulin Lispro",2022,341889.93,13463
"Admelog Solostar","Insulin Lispro",2023,304125.3,11113
"Adrenalin","Epinephrine",2012,NA,NA
"Adrenalin","Epinephrine",2013,NA,NA
"Adrenalin","Epinephrine",2014,238,203
"Adrenalin","Epinephrine",2015,1085,134
"Adrenalin","Epinephrine",2016,1018,173
"Adrenalin","Epinephrine",2017,1403,170
"Adrenalin","Epinephrine",2018,7243.4,395
"Adrenalin","Epinephrine",2019,5026,313
"Adrenalin","Epinephrine",2020,1175,416
"Adrenalin","Epinephrine",2021,1873,925
"Adrenalin","Epinephrine",2022,2612.8,1407
"Adrenalin","Epinephrine",2023,3588.651,1928
"Adriamycin","Doxorubicin HCl",2015,NA,NA
"Adriamycin","Doxorubicin HCl",2016,NA,NA
"Adriamycin","Doxorubicin HCl",2017,NA,NA
"Adriamycin","Doxorubicin HCl",2018,NA,NA
"Adriamycin","Doxorubicin HCl",2019,1180,NA
"Adriamycin","Doxorubicin HCl",2020,1977,16
"Adriamycin","Doxorubicin HCl",2021,2162,19
"Adrucil","Fluorouracil",2012,5380,26
"Adrucil","Fluorouracil",2013,16770.2,53
"Adrucil","Fluorouracil",2014,22056.766,104
"Adrucil","Fluorouracil",2015,144779.159,46
"Adrucil","Fluorouracil",2016,85344.3,58
"Adrucil","Fluorouracil",2017,2939.16,17
"Adrucil","Fluorouracil",2018,4770.92,27
"Adrucil","Fluorouracil",2019,3305.28,11
"Adrucil","Fluorouracil",2020,1120,NA
"Adthyza","Thyroid,Pork",2019,NA,NA
"Adthyza","Thyroid,Pork",2020,NA,NA
"Adthyza","Thyroid,Pork",2021,NA,NA
"Adthyza","Thyroid,Pork",2022,NA,NA
"Adthyza","Thyroid,Pork",2023,16786,118
"Advair Diskus","Fluticasone Propion/Salmeterol",2014,460372139.38,1420750
"Advair Diskus","Fluticasone Propion/Salmeterol",2015,430415878.26,1321497
"Advair Diskus","Fluticasone Propion/Salmeterol",2016,401066600.16,1196054
"Advair Diskus","Fluticasone Propion/Salmeterol",2017,381676276.38,1134814
"Advair Diskus","Fluticasone Propion/Salmeterol",2018,356738339.2,1030947
"Advair Diskus","Fluticasone Propion/Salmeterol",2019,226583917.63,769276
"Advair Diskus","Fluticasone Propion/Salmeterol",2020,184579141.97,527430
"Advair Diskus","Fluticasone Propion/Salmeterol",2021,148034748.06,427565
"Advair Diskus","Fluticasone Propion/Salmeterol",2022,138249271.72,417761
"Advair Diskus","Fluticasone Propion/Salmeterol",2023,123485894.8,397554
"Advair Diskus","Fluticasone/Salmeterol",2012,452554957.86,1424304
"Advair Diskus","Fluticasone/Salmeterol",2013,492962519.61,1527217
"Advair Diskus","Fluticasone/Salmeterol",2014,460372139.38,1420748
"Advair Diskus","Fluticasone/Salmeterol",2015,430415878.26,1321483
"Advair Diskus","Fluticasone/Salmeterol",2016,401111250.16,1196224
"Advair HFA","Fluticasone Propion/Salmeterol",2014,5245448.2,103094
"Advair HFA","Fluticasone Propion/Salmeterol",2015,5758006.3,111407
"Advair HFA","Fluticasone Propion/Salmeterol",2016,6190649.6,114067
"Advair HFA","Fluticasone Propion/Salmeterol",2017,6775146.8,120357
"Advair HFA","Fluticasone Propion/Salmeterol",2018,7030447.1,121649
"Advair HFA","Fluticasone Propion/Salmeterol",2019,7459082.8,127304
"Advair HFA","Fluticasone Propion/Salmeterol",2020,8477972,136797
"Advair HFA","Fluticasone Propion/Salmeterol",2021,8989771.66,150113
"Advair HFA","Fluticasone Propion/Salmeterol",2022,9884064.033,172993
"Advair HFA","Fluticasone Propion/Salmeterol",2023,10160958.8,180362
"Advair HFA","Fluticasone/Salmeterol",2012,4173940.7,87047
"Advair HFA","Fluticasone/Salmeterol",2013,4972281.8,100671
"Advair HFA","Fluticasone/Salmeterol",2014,5245448.2,103094
"Advair HFA","Fluticasone/Salmeterol",2015,5758006.3,111407
"Advair HFA","Fluticasone/Salmeterol",2016,6191517.6,114090
"Advicor","Niacin/Lovastatin",2012,1634352,5430
"Advicor","Niacin/Lovastatin",2013,1877393,5960
"Advicor","Niacin/Lovastatin",2014,1428271,4638
"Advicor","Niacin/Lovastatin",2015,924600,2976
"Advicor","Niacin/Lovastatin",2016,106322,1056
"Advocate Pen Needle","Pen Needle, Diabetic",2014,NA,NA
"Advocate Pen Needle","Pen Needle, Diabetic",2015,NA,NA
"Advocate Pen Needle","Pen Needle, Diabetic",2016,NA,NA
"Advocate Pen Needle","Pen Needle, Diabetic",2017,20890,98
"Advocate Pen Needle","Pen Needle, Diabetic",2018,178610,745
"Advocate Pen Needle","Pen Needle, Diabetic",2019,297000,1177
"Advocate Pen Needle","Pen Needle, Diabetic",2020,360426,999
"Advocate Pen Needle","Pen Needle, Diabetic",2021,662704,1952
"Advocate Pen Needle","Pen Needle, Diabetic",2022,277144,827
"Advocate Pen Needle","Pen Needle, Diabetic",2023,284560,809
